name,short_description,long_description,description,age_rating,image_url,category,release_date,developer,developer_logo_url
Asura's Wrath,"The game follows the title character, the demigod Asura as he seeks revenge on the pantheon of other demigods who betrayed him","The game follows the title character, the demigod Asura as he seeks revenge on the pantheon of other demigods who betrayed him. The story is presented in the style and format of an episodic series of cinematic shorts, including opening and closing credits, with the gameplay being integrated into the cinematic where players switch between third-person combat and interactive sequences with player input in the form of quick-time event button prompts. Because of its unique style, the game has been described in the media as an ""interactive anime"". According to the game's producer Kazuhiro Tsuchiya, Asura's Wrath takes elements from Hinduism and Buddhism and blends them with science fiction, with the main character based on the ever combative and superiority-seeking beings of the same name that are part of the Hindu and Buddhist cosmology.","The game follows the title character, the demigod Asura as he seeks revenge on the pantheon of other demigods who betrayed him. The story is presented in the style and format of an episodic series of cinematic shorts, including opening and closing credits, with the gameplay being integrated into the cinematic where players switch between third-person combat and interactive sequences with player input in the form of quick-time event button prompts. Because of its unique style, the game has been described in the media as an ""interactive anime"". According to the game's producer Kazuhiro Tsuchiya, Asura's Wrath takes elements from Hinduism and Buddhism and blends them with science fiction, with the main character based on the ever combative and superiority-seeking beings of the same name that are part of the Hindu and Buddhist cosmology.",10,//images.igdb.com/igdb/image/upload/t_thumb/co4961.jpg,Hack and slash/Beat 'em up,1329782400.0,Capcom,//images.igdb.com/igdb/image/upload/t_thumb/cl317.jpg
BandFuse: Rock Legends,BandFuse: Rock Legends provides a pick up and play experience for musicians of all skill levels,"BandFuse: Rock Legends provides a pick up and play experience for musicians of all skill levels. Whether you've never held a guitar or bass before or you are already lead guitarist in your own band, BandFuse: Rock Legends will have you rockin' with your favorite songs in minutes. BandFuse: Rock Legends connects REAL guitars, bass and microphones to your game console, unleashing a full band experience for players of all skill levels.","BandFuse: Rock Legends provides a pick up and play experience for musicians of all skill levels. Whether you've never held a guitar or bass before or you are already lead guitarist in your own band, BandFuse: Rock Legends will have you rockin' with your favorite songs in minutes. BandFuse: Rock Legends connects REAL guitars, bass and microphones to your game console, unleashing a full band experience for players of all skill levels.",10,//images.igdb.com/igdb/image/upload/t_thumb/j75bq6zgg42eos3ski3q.jpg,Music,1384819200.0,Mastiff,//images.igdb.com/igdb/image/upload/t_thumb/cl26l.jpg
Earth Defense Force: Insect Armageddon,"Thousands of giant insects and aliens once again ravage the earth, and only the Earth Defense Force can stop them","Thousands of giant insects and aliens once again ravage the earth, and only the Earth Defense Force can stop them. Defend the city of New Detroit against an infestation bigger and meaner than ever before. Destroy these monsters at all costs, even if it means turning entire city blocks into rubble! 
 
Enjoy raw arcade shooter satisfaction on a gigantic modern scale. Collect over 300 weapons: assault rifles, rocket launchers, energy weapons, sniper rifles, grenade launchers and more! Play with 4 upgradeable armor types: Jetpack, Battle, Tactical, and Trooper. Experience Massive replayability through arcade style scoring, tons of weapons to collect, and multiple difficulty levels in every game mode! 
 
In addition, the game also features a six player Survival mode that pits a human squad against a nonstop onslaught of the largest enemies the aliens have to offer. New Detroit’s giant bug problem is unavoidable, and mankind’s last hope lies with the Earth Defense Force. Defend the world from the insect invasion, even if it means blowing up the entire city as part of the extermination process. 
 
Earth Defense Force: Insect Armageddon and the soldiers are equipped better than ever in the latest cult classic iteration that follows in the footsteps of Earth Defense Force 2017 (Japanese Title “Earth Defense Force 3” developed by Sandlot), and Earth Defense Force: Insect Armageddon continues the rich history and hardcore fun of the series.","Thousands of giant insects and aliens once again ravage the earth, and only the Earth Defense Force can stop them. Defend the city of New Detroit against an infestation bigger and meaner than ever before. Destroy these monsters at all costs, even if it means turning entire city blocks into rubble! 
 
Enjoy raw arcade shooter satisfaction on a gigantic modern scale. Collect over 300 weapons: assault rifles, rocket launchers, energy weapons, sniper rifles, grenade launchers and more! Play with 4 upgradeable armor types: Jetpack, Battle, Tactical, and Trooper. Experience Massive replayability through arcade style scoring, tons of weapons to collect, and multiple difficulty levels in every game mode! 
 
In addition, the game also features a six player Survival mode that pits a human squad against a nonstop onslaught of the largest enemies the aliens have to offer. New Detroit’s giant bug problem is unavoidable, and mankind’s last hope lies with the Earth Defense Force. Defend the world from the insect invasion, even if it means blowing up the entire city as part of the extermination process. 
 
Earth Defense Force: Insect Armageddon and the soldiers are equipped better than ever in the latest cult classic iteration that follows in the footsteps of Earth Defense Force 2017 (Japanese Title “Earth Defense Force 3” developed by Sandlot), and Earth Defense Force: Insect Armageddon continues the rich history and hardcore fun of the series.",10,//images.igdb.com/igdb/image/upload/t_thumb/co2h2h.jpg,Shooter,1309824000.0,D3 Publisher,
Assassin's Creed: Unity,"Paris, 1789","Paris, 1789. The French Revolution turns a once-magnificent city into a place of terror and chaos. Its cobblestoned streets run red with the blood of commoners who dare to rise up against an oppressive aristocracy. Yet as the nation tears itself apart, a young man named Arno will embark upon an extraordinary journey to expose the true powers behind the Revolution. His pursuit will throw him into the middle of a ruthless struggle for the fate of a nation, and transform him into a true Master Assassin.","Paris, 1789. The French Revolution turns a once-magnificent city into a place of terror and chaos. Its cobblestoned streets run red with the blood of commoners who dare to rise up against an oppressive aristocracy. Yet as the nation tears itself apart, a young man named Arno will embark upon an extraordinary journey to expose the true powers behind the Revolution. His pursuit will throw him into the middle of a ruthless struggle for the fate of a nation, and transform him into a true Master Assassin.",11,//images.igdb.com/igdb/image/upload/t_thumb/co1xiq.jpg,Adventure,1415664000.0,Ubisoft Montreal,//images.igdb.com/igdb/image/upload/t_thumb/cl3bd.jpg
Lego Island 2: The Brickster's Revenge,"The Brickster is back and out to cause more mischief in this wild, racing, chasing, island-hopping sequel","The Brickster is back and out to cause more mischief in this wild, racing, chasing, island-hopping sequel. In your quest to piece together The Informaniac's Constructopedia, you'll drive, scuba-dive, fly a place and even ride a dinosaur as you chase the Brickster down through these amazing new LEGO® worlds. Meet all kinds of fun characters along the way as you journey through the game. You'll need all your skills to solve the puzzles and achieve your ultimate goal, to prevent LEGO Island being ruined.","The Brickster is back and out to cause more mischief in this wild, racing, chasing, island-hopping sequel. In your quest to piece together The Informaniac's Constructopedia, you'll drive, scuba-dive, fly a place and even ride a dinosaur as you chase the Brickster down through these amazing new LEGO® worlds. Meet all kinds of fun characters along the way as you journey through the game. You'll need all your skills to solve the puzzles and achieve your ultimate goal, to prevent LEGO Island being ruined.",8,//images.igdb.com/igdb/image/upload/t_thumb/co2iey.jpg,Puzzle,985910400.0,Silicon Dreams Studios,//images.igdb.com/igdb/image/upload/t_thumb/jx5vm78qk2q8ui7m0m6t.jpg
Yaiba: Ninja Gaiden Z,Step into a living comic book in this new take on the Ninja Gaiden series,"Step into a living comic book in this new take on the Ninja Gaiden series. Brandishing his ninja sword and the mecha weapons in his cyber arm, Yaiba slaughters zombies with brutal, over-the-top abandon. Will you slice enemies to pieces, crush them with Yaiba's cyborg arm or just rip off a zombie’s arms to use as nunchucks?","Step into a living comic book in this new take on the Ninja Gaiden series. Brandishing his ninja sword and the mecha weapons in his cyber arm, Yaiba slaughters zombies with brutal, over-the-top abandon. Will you slice enemies to pieces, crush them with Yaiba's cyborg arm or just rip off a zombie’s arms to use as nunchucks?",11,//images.igdb.com/igdb/image/upload/t_thumb/co2ygu.jpg,Hack and slash/Beat 'em up,1395100800.0,Team Ninja,//images.igdb.com/igdb/image/upload/t_thumb/hhtghiazexa5izu6usbu.jpg
Demon's Souls,A third-person action RPG with cooperative and competitive multiplayer elements in which the player enters the kingdom of Boletaria as it is being ravaged by a fog that spawns murderous demons,"A third-person action RPG with cooperative and competitive multiplayer elements in which the player enters the kingdom of Boletaria as it is being ravaged by a fog that spawns murderous demons. The player has to hunt down the arch demons situated in five disparate areas within the kingdom and partake in punishing combat to reach the Old One, the vengeful being that brought the fog to Boletaria.","A third-person action RPG with cooperative and competitive multiplayer elements in which the player enters the kingdom of Boletaria as it is being ravaged by a fog that spawns murderous demons. The player has to hunt down the arch demons situated in five disparate areas within the kingdom and partake in punishing combat to reach the Old One, the vengeful being that brought the fog to Boletaria.",11,//images.igdb.com/igdb/image/upload/t_thumb/co27sk.jpg,Role-playing (RPG),1233792000.0,FromSoftware,//images.igdb.com/igdb/image/upload/t_thumb/irwmnrvf0hny5wr0ap0d.jpg
BlazBlue: Chrono Phantasma,"BlazBlue: Chrono Phantasma, released in Japan as BlazBlue: Chronophantasma, is a 2D fighting game developed by Arc System Works","BlazBlue: Chrono Phantasma, released in Japan as BlazBlue: Chronophantasma, is a 2D fighting game developed by Arc System Works. It is the third game of the Blazblue series, set after the events of BlazBlue: Continuum Shift. Besides normal rebalancing from Continuum Shift Extend, Chrono Phantasma features several revamped gameplay mechanics and introduces seven new characters to the roster. The character sprites have also been redrawn and several new songs were composed for the game. All previous musical themes were re-arranged. The storyline continues after events of Continuum Shift. A new mechanic called ""Overdrive"" has been added to the game, replacing the Gold Bursts from Continuum Shift.","BlazBlue: Chrono Phantasma, released in Japan as BlazBlue: Chronophantasma, is a 2D fighting game developed by Arc System Works. It is the third game of the Blazblue series, set after the events of BlazBlue: Continuum Shift. Besides normal rebalancing from Continuum Shift Extend, Chrono Phantasma features several revamped gameplay mechanics and introduces seven new characters to the roster. The character sprites have also been redrawn and several new songs were composed for the game. All previous musical themes were re-arranged. The storyline continues after events of Continuum Shift. A new mechanic called ""Overdrive"" has been added to the game, replacing the Gold Bursts from Continuum Shift.",10,//images.igdb.com/igdb/image/upload/t_thumb/co2pkl.jpg,Fighting,1353456000.0,Arc System Works,//images.igdb.com/igdb/image/upload/t_thumb/zy9b5hdcrw5exlf8x3dp.jpg
Too Human,"As the cybernetic god Baldur, players are thrust into the midst of an ongoing battle that threatens the existence of mankind","As the cybernetic god Baldur, players are thrust into the midst of an ongoing battle that threatens the existence of mankind. An ancient machine presence has forced the hand of the gods, and now Baldur is charged with defending humanity from an onslaught of monstrous war machines bent on the eradication of human life.","As the cybernetic god Baldur, players are thrust into the midst of an ongoing battle that threatens the existence of mankind. An ancient machine presence has forced the hand of the gods, and now Baldur is charged with defending humanity from an onslaught of monstrous war machines bent on the eradication of human life.",10,//images.igdb.com/igdb/image/upload/t_thumb/jmnxlhvibhg04seacdu0.jpg,Shooter,1219104000.0,Silicon Knights,
Dead Rising 2: Off the Record,"The new ""Off the Record"" storyline means an all new Dead Rising 2 experience","The new ""Off the Record"" storyline means an all new Dead Rising 2 experience. Frank will face off against more twisted enemies, build more outrageous combo weapons, follow his own unique mission structure and explore brand new areas of Fortune City to get his biggest scoop yet. Join Frank as he indulges in the insanity of ""Uranus Zone,"" Fortune City’s very own theme park. Full of deadly rides and crazy attractions, the sci-fi themed Uranus Zone is a true zombie-killing paradise.","The new ""Off the Record"" storyline means an all new Dead Rising 2 experience. Frank will face off against more twisted enemies, build more outrageous combo weapons, follow his own unique mission structure and explore brand new areas of Fortune City to get his biggest scoop yet. Join Frank as he indulges in the insanity of ""Uranus Zone,"" Fortune City’s very own theme park. Full of deadly rides and crazy attractions, the sci-fi themed Uranus Zone is a true zombie-killing paradise.",11,//images.igdb.com/igdb/image/upload/t_thumb/co1t1w.jpg,Hack and slash/Beat 'em up,1318291200.0,"Capcom Game Studio Vancouver, Inc.",//images.igdb.com/igdb/image/upload/t_thumb/jslyf5glgmqwogkk6jgm.jpg
Broforce,"Broforce is an action platformer about 80’s & 90’s action heroes making up the Broforce team, an under-funded vigilante paramilitary organization","Broforce is an action platformer about 80’s & 90’s action heroes making up the Broforce team, an under-funded vigilante paramilitary organization. The game features ridiculous violence, pixel art graphics and a fully destructible Vietnam setting. While masquerading as a run ‘n gun in the vein of Metal Slug, Broforce’s reactive environment encourages tactical play. Each bro out of the 13 the game currently features has distinctive overpowered attacks and special abilities, and mastering them all is one of Broforce’s core pleasures. Death is instant and can be surprising, but this is balanced by the incompetence of the enemy. Explosions are plentiful and very often result in chaotic chain reactions, but this shouldn’t discourage you from permanently holding down your trigger finger. Yelling “‘Murica!” while you do so is optional.
Broforce is best played co-operatively, two to four players (though single player is an option).
Vehicular action sequences, dinosaurs, aliens and epic Contra-inspired boss fights, deathmatch arenas with leaderboards and rankings, a level editor, the ability to challenge friends and share custom levels, and a customizable Brofort with unlockable rooms. The only thing left to say is: brace your loins.","Broforce is an action platformer about 80’s & 90’s action heroes making up the Broforce team, an under-funded vigilante paramilitary organization. The game features ridiculous violence, pixel art graphics and a fully destructible Vietnam setting. While masquerading as a run ‘n gun in the vein of Metal Slug, Broforce’s reactive environment encourages tactical play. Each bro out of the 13 the game currently features has distinctive overpowered attacks and special abilities, and mastering them all is one of Broforce’s core pleasures. Death is instant and can be surprising, but this is balanced by the incompetence of the enemy. Explosions are plentiful and very often result in chaotic chain reactions, but this shouldn’t discourage you from permanently holding down your trigger finger. Yelling “‘Murica!” while you do so is optional.
Broforce is best played co-operatively, two to four players (though single player is an option).
Vehicular action sequences, dinosaurs, aliens and epic Contra-inspired boss fights, deathmatch arenas with leaderboards and rankings, a level editor, the ability to challenge friends and share custom levels, and a customizable Brofort with unlockable rooms. The only thing left to say is: brace your loins.",11,//images.igdb.com/igdb/image/upload/t_thumb/co28vv.jpg,Shooter,1444867200.0,Free Lives Games,//images.igdb.com/igdb/image/upload/t_thumb/cl1wp.jpg
Ninja Gaiden Sigma,"Ninja Gaiden Sigma, stylized as Ninja Gaiden Σ, is an action-adventure game developed by Team Ninja for the PlayStation 3","Ninja Gaiden Sigma, stylized as Ninja Gaiden Σ, is an action-adventure game developed by Team Ninja for the PlayStation 3. It is an enhanced port of Ninja Gaiden, originally released on Xbox in 2004, and is the second expansion to the game after Ninja Gaiden Black. The game was released in the summer of 2007 to very positive reviews. In 2012, a port for the PlayStation Vita, titled Ninja Gaiden Sigma Plus was released on the same day the console launched in Europe and North America.[1","Ninja Gaiden Sigma, stylized as Ninja Gaiden Σ, is an action-adventure game developed by Team Ninja for the PlayStation 3. It is an enhanced port of Ninja Gaiden, originally released on Xbox in 2004, and is the second expansion to the game after Ninja Gaiden Black. The game was released in the summer of 2007 to very positive reviews. In 2012, a port for the PlayStation Vita, titled Ninja Gaiden Sigma Plus was released on the same day the console launched in Europe and North America.[1",11,//images.igdb.com/igdb/image/upload/t_thumb/co2k8n.jpg,Hack and slash/Beat 'em up,1181779200.0,Eidos Interactive,//images.igdb.com/igdb/image/upload/t_thumb/vrwhlkcmxvr7sqmu86nw.jpg
The Last of Us Remastered,The Last of Us has been remastered for the PlayStation 4,"The Last of Us has been remastered for the PlayStation 4. Now featuring higher resolution character models, improved shadows and lighting, in addition to several other gameplay improvements.

Abandoned cities reclaimed by nature. A population decimated by a modern plague. Survivors are killing each other for food, weapons whatever they can get their hands on. Joel, a brutal survivor, and Ellie, a brave young teenage girl who is wise beyond her years, must work together if they hope to survive their journey across the US.

The Last of Us: Remastered includes;
- The Abandoned Territories Map Pack
- Reclaimed Territories Map Pack
- The Last of Us: Left Behind Single Player campaign","The Last of Us has been remastered for the PlayStation 4. Now featuring higher resolution character models, improved shadows and lighting, in addition to several other gameplay improvements.

Abandoned cities reclaimed by nature. A population decimated by a modern plague. Survivors are killing each other for food, weapons whatever they can get their hands on. Joel, a brutal survivor, and Ellie, a brave young teenage girl who is wise beyond her years, must work together if they hope to survive their journey across the US.

The Last of Us: Remastered includes;
- The Abandoned Territories Map Pack
- Reclaimed Territories Map Pack
- The Last of Us: Left Behind Single Player campaign",5,//images.igdb.com/igdb/image/upload/t_thumb/co4ok8.jpg,Shooter,1406592000.0,Naughty Dog,//images.igdb.com/igdb/image/upload/t_thumb/bcpeptiqicy9g0gn4nur.jpg
Stranglehold,"John Woo Presents Stranglehold stars martial arts star Chow Yun-Fat as Inspector Tequila, a detective in Hong Kong's police force who is traveling the globe in search of his kidnapped daughter","John Woo Presents Stranglehold stars martial arts star Chow Yun-Fat as Inspector Tequila, a detective in Hong Kong's police force who is traveling the globe in search of his kidnapped daughter. The game features a single-player story mode in which players take the role of Tequila and fight their way through cities such as Hong Kong and Chicago to locate the missing child who is held captive by mafia members and gangsters. Players will have the opportunity to earn style points by performing such moves as running up banisters while shooting and when enough points are acquired gamers can execute moves that include the ""Tequila Bomb"" or enter ""Tequila Time."" ""Tequila Time"" is a sequence during a gunfight when enemies are slowed down while players maintain their speed, making it easier to hit enemy targets. Up to eight players can get involved in multiplayer action through the Internet, and the environments within the game are fully destructible and interactive.","John Woo Presents Stranglehold stars martial arts star Chow Yun-Fat as Inspector Tequila, a detective in Hong Kong's police force who is traveling the globe in search of his kidnapped daughter. The game features a single-player story mode in which players take the role of Tequila and fight their way through cities such as Hong Kong and Chicago to locate the missing child who is held captive by mafia members and gangsters. Players will have the opportunity to earn style points by performing such moves as running up banisters while shooting and when enough points are acquired gamers can execute moves that include the ""Tequila Bomb"" or enter ""Tequila Time."" ""Tequila Time"" is a sequence during a gunfight when enemies are slowed down while players maintain their speed, making it easier to hit enemy targets. Up to eight players can get involved in multiplayer action through the Internet, and the environments within the game are fully destructible and interactive.",11,//images.igdb.com/igdb/image/upload/t_thumb/co1u7e.jpg,Shooter,1189123200.0,Midway Chicago,
Rewrite,Rewrite is an all-ages rated Japanese visual novel developed by Key,"Rewrite is an all-ages rated Japanese visual novel developed by Key. The story follows the life of Kotaro Tennoji, a high school student with superhuman abilities who investigates supernatural mysteries with five girls from his school. This ultimately leads him into the middle of a conflict between familiar summoners and superhumans searching for a familiar girl named Kagari who is the key to intelligent life and its destruction on Earth.","Rewrite is an all-ages rated Japanese visual novel developed by Key. The story follows the life of Kotaro Tennoji, a high school student with superhuman abilities who investigates supernatural mysteries with five girls from his school. This ultimately leads him into the middle of a conflict between familiar summoners and superhumans searching for a familiar girl named Kagari who is the key to intelligent life and its destruction on Earth.",15,//images.igdb.com/igdb/image/upload/t_thumb/co4fga.jpg,Visual Novel,1308873600.0,Prototype,//images.igdb.com/igdb/image/upload/t_thumb/b8ipu5onymfkbjnfpuy8.jpg
Ashen,Ashen is a supernatural horror-themed FPS developed exclusively for the N-Gage platform,"Ashen is a supernatural horror-themed FPS developed exclusively for the N-Gage platform. When Seven River City is plunged into chaos, stricken by storms and overcome with supernatural phenomena, Jacob Ward is filled with dread and despair, like most others. Yet Ward knows more about this catastrophe than most, and as its citizens flee, he must return to Seven River City and work to save it. Somewhere in that half-ruined darkness is his sister, a woman Ward believes is responsible for this disaster; a woman who warned him this would happen.","Ashen is a supernatural horror-themed FPS developed exclusively for the N-Gage platform. When Seven River City is plunged into chaos, stricken by storms and overcome with supernatural phenomena, Jacob Ward is filled with dread and despair, like most others. Yet Ward knows more about this catastrophe than most, and as its citizens flee, he must return to Seven River City and work to save it. Somewhere in that half-ruined darkness is his sister, a woman Ward believes is responsible for this disaster; a woman who warned him this would happen.",10,//images.igdb.com/igdb/image/upload/t_thumb/co3aiw.jpg,Shooter,1085443200.0,Nokia,//images.igdb.com/igdb/image/upload/t_thumb/nb97usrnq8fz2yetudbh.jpg
Tomodachi Life,Tomodachi Life is a communication game for the 3DS in which players can convert their Miis into Tomodachis (or create new ones) and put them in a wide range of scenarios ranging from charming to utterly ridiculous,"Tomodachi Life is a communication game for the 3DS in which players can convert their Miis into Tomodachis (or create new ones) and put them in a wide range of scenarios ranging from charming to utterly ridiculous. A key feature of the game is its text-to-speech tech which outputs user generated text as computerized speech in seven languages (EFIGS, Japanese and Korean).","Tomodachi Life is a communication game for the 3DS in which players can convert their Miis into Tomodachis (or create new ones) and put them in a wide range of scenarios ranging from charming to utterly ridiculous. A key feature of the game is its text-to-speech tech which outputs user generated text as computerized speech in seven languages (EFIGS, Japanese and Korean).",28,//images.igdb.com/igdb/image/upload/t_thumb/co2rpm.jpg,Simulator,1366243200.0,Nintendo SPD Group No. 1,
Call of Duty: Advanced Warfare,"Call of Duty: Advanced Warfare envisions the powerful battlegrounds of the future, where both technology and tactic have evolved to usher in a new era of combat for the franchise","Call of Duty: Advanced Warfare envisions the powerful battlegrounds of the future, where both technology and tactic have evolved to usher in a new era of combat for the franchise. Delivering a stunning performance, Academy Award winning actor Kevin Spacey stars as Jonathan Irons – one of the most powerful men in the world – shaping this chilling vision of the future of war.","Call of Duty: Advanced Warfare envisions the powerful battlegrounds of the future, where both technology and tactic have evolved to usher in a new era of combat for the franchise. Delivering a stunning performance, Academy Award winning actor Kevin Spacey stars as Jonathan Irons – one of the most powerful men in the world – shaping this chilling vision of the future of war.",11,//images.igdb.com/igdb/image/upload/t_thumb/co1wky.jpg,Shooter,1414972800.0,Activision,//images.igdb.com/igdb/image/upload/t_thumb/i7pmwdmzp21xrceoqmlc.jpg
Baldr Force,"In the future, cyberspace has become exceedingly dominant","In the future, cyberspace has become exceedingly dominant. Armed conflicts and cyber-terrorism flourished. Giant mechas known as Simulacrums are utilized for battles within the cyberspace. Toru Souma is an expert hacker of the Steppenwolf group, which specializes in stealing and selling valuables from servers. One day, Toru was caught in a battle between the military organization FLAK and a terrorist group. In a series of events, his friend was killed. Stricken by grief, Toru decides to avenge his death and joins FLAK, only to unravel a much larger conspiracy.

Baldr Force is a follow-up to Baldr Bullet. It uses a different scenario and character cast, but is very close to its predecessor gameplay-wise. Like in Baldr Bullet (and unlike Baldrhead), there is no exploration of any kind in the game, and all battles take place within confined areas as dictated by the plot. Combat system is nearly identical to that of the previous game, with the exception of ""force crashes"", powerful attacks that can be equipped on the protagonist's mech. The game's plot may branch depending on the decisions taken by the player during the visual novel-like portions.","In the future, cyberspace has become exceedingly dominant. Armed conflicts and cyber-terrorism flourished. Giant mechas known as Simulacrums are utilized for battles within the cyberspace. Toru Souma is an expert hacker of the Steppenwolf group, which specializes in stealing and selling valuables from servers. One day, Toru was caught in a battle between the military organization FLAK and a terrorist group. In a series of events, his friend was killed. Stricken by grief, Toru decides to avenge his death and joins FLAK, only to unravel a much larger conspiracy.

Baldr Force is a follow-up to Baldr Bullet. It uses a different scenario and character cast, but is very close to its predecessor gameplay-wise. Like in Baldr Bullet (and unlike Baldrhead), there is no exploration of any kind in the game, and all battles take place within confined areas as dictated by the plot. Combat system is nearly identical to that of the previous game, with the exception of ""force crashes"", powerful attacks that can be equipped on the protagonist's mech. The game's plot may branch depending on the decisions taken by the player during the visual novel-like portions.",17,//images.igdb.com/igdb/image/upload/t_thumb/co2wfv.jpg,Hack and slash/Beat 'em up,1036108800.0,GIGA Team Baldrhead,
BlazBlue: Continuum Shift,BlazBlue: Continuum Shift is a fighting game developed by Arc System Works as a direct sequel to BlazBlue: Calamity Trigger,BlazBlue: Continuum Shift is a fighting game developed by Arc System Works as a direct sequel to BlazBlue: Calamity Trigger. BlazBlue: Continuum Shift retains the traditional 2D fighter gameplay of two characters participating in a duel on a two dimensional plane and features a selection of new playable characters.,BlazBlue: Continuum Shift is a fighting game developed by Arc System Works as a direct sequel to BlazBlue: Calamity Trigger. BlazBlue: Continuum Shift retains the traditional 2D fighter gameplay of two characters participating in a duel on a two dimensional plane and features a selection of new playable characters.,10,//images.igdb.com/igdb/image/upload/t_thumb/e5wehcprjob2x6q4nfxc.jpg,Fighting,1258675200.0,Arc System Works,//images.igdb.com/igdb/image/upload/t_thumb/zy9b5hdcrw5exlf8x3dp.jpg
Far Cry 4,"In Far Cry 4, players find themselves in Kyrat, a wild region of the Himalayas struggling under the regime of a despotic self-appointed king","In Far Cry 4, players find themselves in Kyrat, a wild region of the Himalayas struggling under the regime of a despotic self-appointed king. Using a vast array of weapons, vehicles and animals, players will write their own story across an exotic open-world landscape.","In Far Cry 4, players find themselves in Kyrat, a wild region of the Himalayas struggling under the regime of a despotic self-appointed king. Using a vast array of weapons, vehicles and animals, players will write their own story across an exotic open-world landscape.",5,//images.igdb.com/igdb/image/upload/t_thumb/co2npa.jpg,Shooter,1416268800.0,Ubisoft Montreal,//images.igdb.com/igdb/image/upload/t_thumb/cl3bd.jpg
Halo 5: Guardians,"Halo 5: Guardians delivers epic multiplayer experiences that span multiple modes, full-featured level building tools, and another chapter in the Master Chief saga","Halo 5: Guardians delivers epic multiplayer experiences that span multiple modes, full-featured level building tools, and another chapter in the Master Chief saga. The Master Chief saga continues, with solo and up to 4-player cooperative experience that spans three worlds. A mysterious and unstoppable force threatens the galaxy. The Spartans of Fireteam Osiris and Blue Team must embark on a journey that will change the course of history and the future of mankind.","Halo 5: Guardians delivers epic multiplayer experiences that span multiple modes, full-featured level building tools, and another chapter in the Master Chief saga. The Master Chief saga continues, with solo and up to 4-player cooperative experience that spans three worlds. A mysterious and unstoppable force threatens the galaxy. The Spartans of Fireteam Osiris and Blue Team must embark on a journey that will change the course of history and the future of mankind.",10,//images.igdb.com/igdb/image/upload/t_thumb/co1xhg.jpg,Shooter,1445904000.0,343 Industries,//images.igdb.com/igdb/image/upload/t_thumb/cl1mu.jpg
Metro Redux,"Metro Redux is the ultimate double game collection, including the definitive versions of both Metro 2033 and Metro: Last Light, each rebuilt in the latest and greatest iteration of the 4A Engine for next-gen consoles and PC","Metro Redux is the ultimate double game collection, including the definitive versions of both Metro 2033 and Metro: Last Light, each rebuilt in the latest and greatest iteration of the 4A Engine for next-gen consoles and PC.

For the first time, console owners can expect smooth 60FPS gameplay and state of the art visuals that were once only available on high-end PC hardware.

Newcomers to the series will get the chance to experience two of the finest story-driven shooters of all time in one vast package; an epic adventure combining gripping survival horror, exploration and tactical combat and stealth.

Fans of the original games will find the unique world of Metro transformed with incredible new lighting, physics and dynamic weather effects, as well as a host of gameplay improvements and new features.","Metro Redux is the ultimate double game collection, including the definitive versions of both Metro 2033 and Metro: Last Light, each rebuilt in the latest and greatest iteration of the 4A Engine for next-gen consoles and PC.

For the first time, console owners can expect smooth 60FPS gameplay and state of the art visuals that were once only available on high-end PC hardware.

Newcomers to the series will get the chance to experience two of the finest story-driven shooters of all time in one vast package; an epic adventure combining gripping survival horror, exploration and tactical combat and stealth.

Fans of the original games will find the unique world of Metro transformed with incredible new lighting, physics and dynamic weather effects, as well as a host of gameplay improvements and new features.",11,//images.igdb.com/igdb/image/upload/t_thumb/co4b2q.jpg,Shooter,1409011200.0,Deep Silver,//images.igdb.com/igdb/image/upload/t_thumb/ubuidpiuaoe6aqpjrthd.jpg
Binary Domain,The Machine Age has begun in the immersive and atmospheric squad-based shooter Binary Domain,"The Machine Age has begun in the immersive and atmospheric squad-based shooter Binary Domain. Regain control of a futuristic Tokyo from an emerging robotic threat in the year 2080. The story starts when Dan Marshall and his squad are sent to bring the robotic community under control as they begin to infiltrate society and slowly take over undetected, leaving humans redundant in their wake. Fighting through the derelict lower levels of the city, players control an international peace-keeping squad that soon starts to question their surroundings and the choices they make. Are the robots becoming more human, or are humans becoming more like machines?

Thrilling encounters with these highly intelligent robotic enemies require you to think tactically, make challenging, real-time moral decisions and build up trust with your team mates in order to guide your squad to safety and success.","The Machine Age has begun in the immersive and atmospheric squad-based shooter Binary Domain. Regain control of a futuristic Tokyo from an emerging robotic threat in the year 2080. The story starts when Dan Marshall and his squad are sent to bring the robotic community under control as they begin to infiltrate society and slowly take over undetected, leaving humans redundant in their wake. Fighting through the derelict lower levels of the city, players control an international peace-keeping squad that soon starts to question their surroundings and the choices they make. Are the robots becoming more human, or are humans becoming more like machines?

Thrilling encounters with these highly intelligent robotic enemies require you to think tactically, make challenging, real-time moral decisions and build up trust with your team mates in order to guide your squad to safety and success.",11,//images.igdb.com/igdb/image/upload/t_thumb/co1qu7.jpg,Shooter,1329350400.0,Sega,//images.igdb.com/igdb/image/upload/t_thumb/hbil3xrhnp8fdust2juk.jpg
